ID,Chain,Protein_Type,Protein_ResID,Lipid_Type,Lipid_ResID,#Frames,Fraction_Frames,Internal_Lipid?
MacB Internal Lipid Traj 5,A,ASP,78,POPE,840,3,0.000104167,Yes
MacB Internal Lipid Traj 5,A,ASP,78,POPE,669,9,0.0003125,Yes
MacB Internal Lipid Traj 5,A,ASP,78,POPE,665,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,ASP,78,POPE,687,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,ASP,78,POPE,750,2,6.94E-05,Yes
MacB Internal Lipid Traj 5,A,ASP,78,POPE,659,5,0.000173611,Yes
MacB Internal Lipid Traj 5,A,ASP,78,POPE,834,2,6.94E-05,Yes
MacB Internal Lipid Traj 5,A,GLN,82,POPE,878,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,GLN,82,POPE,840,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPE,776,59,0.002048611,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPE,767,12,0.000416667,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPE,754,12,0.000416667,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPE,676,2,6.94E-05,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPE,925,6,0.000208333,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPE,695,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,SER,99,CDL2,775,3,0.000104167,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPG,793,2,6.94E-05,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPG,877,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPE,821,4,0.000138889,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPG,861,13,0.000451389,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPE,660,8,0.000277778,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPE,803,9,0.0003125,Yes
MacB Internal Lipid Traj 5,A,SER,99,POPE,710,35,0.001215278,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,760,5,0.000173611,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,799,2,6.94E-05,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,754,8,0.000277778,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,900,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPG,667,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPG,908,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPG,649,4,0.000138889,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPG,913,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPG,877,6,0.000208333,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPG,793,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,721,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPG,744,3,0.000104167,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPG,919,5,0.000173611,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPG,673,4,0.000138889,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,821,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPG,653,3,0.000104167,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,660,10,0.000347222,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,676,31,0.001076389,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,745,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,864,6,0.000208333,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,655,17,0.000590278,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,943,5,0.000173611,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,803,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,707,12,0.000416667,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,710,9,0.0003125,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,663,6,0.000208333,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,763,4,0.000138889,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,691,3,0.000104167,Yes
MacB Internal Lipid Traj 5,A,THR,102,POPE,925,1,3.47E-05,Yes
MacB Internal Lipid Traj 5,A,GLN,105,POPE,721,19,0.000659722,Yes
MacB Internal Lipid Traj 5,A,GLN,105,POPE,890,6,0.000208333,Yes
