ID,Chain,Protein_Type,Protein_ResID,Lipid_Type,Lipid_ResID,#Frames,Fraction_Frames,Internal_Lipid?
MacB Internal Lipid Traj 2,A,ASP,78,POPE,922,1,3.47E-05,Yes
MacB Internal Lipid Traj 2,A,ASP,78,POPE,708,5,0.000173611,Yes
MacB Internal Lipid Traj 2,A,ASP,78,POPE,871,3,0.000104167,Yes
MacB Internal Lipid Traj 2,A,ASP,78,POPE,805,1,3.47E-05,Yes
MacB Internal Lipid Traj 2,A,ASP,78,POPE,938,1,3.47E-05,Yes
MacB Internal Lipid Traj 2,A,ASP,78,POPE,669,10,0.000347222,Yes
MacB Internal Lipid Traj 2,A,ASP,78,POPE,680,1,3.47E-05,Yes
MacB Internal Lipid Traj 2,A,ASP,78,POPE,659,60,0.002083333,Yes
MacB Internal Lipid Traj 2,A,GLN,82,POPE,947,1,3.47E-05,Yes
MacB Internal Lipid Traj 2,A,GLN,82,POPE,777,1,3.47E-05,Yes
MacB Internal Lipid Traj 2,A,GLN,82,POPE,659,5,0.000173611,Yes
MacB Internal Lipid Traj 2,A,GLN,82,POPE,669,1,3.47E-05,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPE,706,5,0.000173611,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPE,686,14,0.000486111,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPE,839,73,0.002534722,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPE,747,1,3.47E-05,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPE,862,2,6.94E-05,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPE,651,12,0.000416667,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPE,825,17,0.000590278,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPE,804,1,3.47E-05,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPG,908,1,3.47E-05,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPG,827,11,0.000381944,Yes
MacB Internal Lipid Traj 2,A,SER,99,POPG,896,1,3.47E-05,Yes
